lng,lat
-7.918868,42.300868
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8858107,42.3246609
-7.8931197,42.3257338
-7.8938639,42.3312528
-7.9366238,42.3119291
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8938639,42.3312528
-7.8741894,42.3505727
-7.865836,42.3361134
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.950978,42.314009
-7.9461393,42.309819
-7.9501196,42.292452
-7.9501196,42.292452
-7.918868,42.300868
-7.918868,42.300868
-7.8678398,42.3481456
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865506,42.3322156
-7.865506,42.3322156
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8858107,42.3246609
-7.922765,42.2787103
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.901364,42.307678
-7.864299,42.3417115
-7.865506,42.3322156
-7.918868,42.300868
-7.931479,42.324345
-7.900045,42.3300907
-7.897777,42.330886
-7.8938639,42.3312528
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.8711501,42.3288104
-7.931479,42.324345
-7.922765,42.2787103
-7.8741894,42.3505727
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.865506,42.3322156
-7.8948622,42.330127
-7.8741894,42.3505727
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.865506,42.3322156
-7.865506,42.3322156
-7.9501196,42.292452
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.901364,42.307678
-7.901364,42.307678
-7.864299,42.3417115
-7.865506,42.3322156
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.950978,42.314009
-7.922765,42.2787103
-7.922765,42.2787103
-7.918868,42.300868
-7.901364,42.307678
-7.8741894,42.3505727
-7.8741894,42.3505727
-7.8678398,42.3481456
-7.8678398,42.3481456
-7.864299,42.3417115
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8938639,42.3312528
-7.9029519,42.333518
-7.918868,42.300868
-7.8741894,42.3505727
-7.8678398,42.3481456
-7.862363,42.3435694
-7.864299,42.3417115
-7.865506,42.3322156
-7.8822573,42.3176465
-7.864299,42.3417115
-7.865836,42.3361134
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.950978,42.314009
-7.950978,42.314009
-7.950978,42.314009
-7.922765,42.2787103
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.8741894,42.3505727
-7.8741894,42.3505727
-7.862363,42.3435694
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.9548177,42.3157585
-7.9548177,42.3157585
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.8678398,42.3481456
-7.864299,42.3417115
-7.8938639,42.3312528
-7.8741894,42.3505727
-7.8741894,42.3505727
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.9366238,42.3119291
-7.950978,42.314009
-7.8678398,42.3481456
-7.8678398,42.3481456
-7.862363,42.3435694
-7.862363,42.3435694
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8938639,42.3312528
-7.918868,42.300868
-7.901364,42.307678
-7.8741894,42.3505727
-7.864299,42.3417115
-7.865836,42.3361134
-7.931479,42.324345
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8741894,42.3505727
-7.8741894,42.3505727
-7.864299,42.3417115
-7.8938639,42.3312528
-7.9366238,42.3119291
-7.9501196,42.292452
-7.922765,42.2787103
-7.922765,42.2787103
-7.8741894,42.3505727
-7.862363,42.3435694
-7.864299,42.3417115
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8938639,42.3312528
-7.9029519,42.333518
-7.931479,42.324345
-7.9366238,42.3119291
-7.918868,42.300868
-7.918868,42.300868
-7.864299,42.3417115
-7.950978,42.314009
-7.8741894,42.3505727
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.950978,42.314009
-7.9461393,42.309819
-7.922765,42.2787103
-7.922765,42.2787103
-7.918868,42.300868
-7.8741894,42.3505727
-7.862363,42.3435694
-7.864299,42.3417115
-7.865836,42.3361134
-7.865836,42.3361134
-7.865836,42.3361134
-7.8711501,42.3288104
-7.9548177,42.3157585
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8741894,42.3505727
-7.864299,42.3417115
-7.8931197,42.3257338
-7.931479,42.324345
-7.931479,42.324345
-7.9366238,42.3119291
-7.9501196,42.292452
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.8741894,42.3505727
-7.8741894,42.3505727
-7.864299,42.3417115
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.8678398,42.3481456
-7.864299,42.3417115
-7.865506,42.3322156
-7.897777,42.330886
-7.9366238,42.3119291
-7.9366238,42.3119291
-7.918868,42.300868
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8938639,42.3312528
-7.931479,42.324345
-7.9461393,42.309819
-7.9501196,42.292452
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.901364,42.307678
-7.901364,42.307678
-7.8741894,42.3505727
-7.8678398,42.3481456
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.922765,42.2787103
-7.922765,42.2787103
-7.918868,42.300868
-7.8741894,42.3505727
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.8822573,42.3176465
-7.918868,42.300868
-7.931479,42.324345
-7.8938639,42.3312528
-7.864299,42.3417115
-7.864299,42.3417115
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.931479,42.324345
-7.950978,42.314009
-7.9461393,42.309819
-7.922765,42.2787103
-7.922765,42.2787103
-7.922765,42.2787103
-7.862363,42.3435694
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.9029519,42.333518
-7.9029519,42.333518
-7.931479,42.324345
-7.931479,42.324345
-7.931479,42.324345
-7.9548177,42.3157585
-7.901364,42.307678
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.918868,42.300868
-7.931479,42.324345
-7.8741894,42.3505727
-7.862363,42.3435694
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.922765,42.2787103
-7.922765,42.2787103
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.8678398,42.3481456
-7.8678398,42.3481456
-7.862363,42.3435694
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865506,42.3322156
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.9366238,42.3119291
-7.918868,42.300868
-7.901364,42.307678
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.931479,42.324345
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8741894,42.3505727
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.9461393,42.309819
-7.9501196,42.292452
-7.922765,42.2787103
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.9366238,42.3119291
-7.9501196,42.292452
-7.8711501,42.3288104
-7.918868,42.300868
-7.918868,42.300868
-7.8678398,42.3481456
-7.8678398,42.3481456
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8858107,42.3246609
-7.9029519,42.333518
-7.9029519,42.333518
-7.931479,42.324345
-7.931479,42.324345
-7.9501196,42.292452
-7.918868,42.300868
-7.918868,42.300868
-7.8741894,42.3505727
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.865506,42.3322156
-7.9029519,42.333518
-7.9366238,42.3119291
-7.9501196,42.292452
-7.9501196,42.292452
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.901364,42.307678
-7.8741894,42.3505727
-7.8741894,42.3505727
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.865506,42.3322156
-7.88053,42.3229584
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.931479,42.324345
-7.931479,42.324345
-7.8741894,42.3505727
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.865506,42.3322156
-7.9029519,42.333518
-7.9029519,42.333518
-7.918868,42.300868
-7.862363,42.3435694
-7.931479,42.324345
-7.950978,42.314009
-7.950978,42.314009
-7.950978,42.314009
-7.9461393,42.309819
-7.9501196,42.292452
-7.922765,42.2787103
-7.922765,42.2787103
-7.8741894,42.3505727
-7.8678398,42.3481456
-7.862363,42.3435694
-7.862363,42.3435694
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.950978,42.314009
-7.8741894,42.3505727
-7.8741894,42.3505727
-7.8678398,42.3481456
-7.862363,42.3435694
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.931479,42.324345
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.862363,42.3435694
-7.865836,42.3361134
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.9366238,42.3119291
-7.950978,42.314009
-7.950978,42.314009
-7.950978,42.314009
-7.9461393,42.309819
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.8741894,42.3505727
-7.8741894,42.3505727
-7.862363,42.3435694
-7.862363,42.3435694
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8938639,42.3312528
-7.931479,42.324345
-7.918868,42.300868
-7.918868,42.300868
-7.864299,42.3417115
-7.931479,42.324345
-7.8938639,42.3312528
-7.8741894,42.3505727
-7.864299,42.3417115
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.931479,42.324345
-7.9366238,42.3119291
-7.950978,42.314009
-7.950978,42.314009
-7.9461393,42.309819
-7.9461393,42.309819
-7.9501196,42.292452
-7.922765,42.2787103
-7.901364,42.307678
-7.901364,42.307678
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8948622,42.330127
-7.8948622,42.330127
-7.9029519,42.333518
-7.931479,42.324345
-7.918868,42.300868
-7.901364,42.307678
-7.8741894,42.3505727
-7.862363,42.3435694
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865836,42.3361134
-7.931479,42.324345
-7.8938639,42.3312528
-7.864299,42.3417115
-7.864299,42.3417115
-7.8711501,42.3288104
-7.9366238,42.3119291
-7.922765,42.2787103
-7.8741894,42.3505727
-7.8741894,42.3505727
-7.862363,42.3435694
-7.864299,42.3417115
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.931479,42.324345
-7.9366238,42.3119291
-7.922765,42.2787103
-7.864299,42.3417115
-7.864299,42.3417115
-7.950978,42.314009
-7.950978,42.314009
-7.862363,42.3435694
-7.8711501,42.3288104
-7.950978,42.314009
-7.9461393,42.309819
-7.9501196,42.292452
-7.9501196,42.292452
-7.918868,42.300868
-7.918868,42.300868
-7.918868,42.300868
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.9029519,42.333518
-7.931479,42.324345
-7.9461393,42.309819
-7.9501196,42.292452
-7.918868,42.300868
-7.918868,42.300868
-7.8741894,42.3505727
-7.862363,42.3435694
-7.8822573,42.3176465
-7.8841105,42.3135398
-7.950978,42.314009
-7.931479,42.324345
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8741894,42.3505727
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.9029519,42.333518
-7.931479,42.324345
-7.9366238,42.3119291
-7.9366238,42.3119291
-7.922765,42.2787103
-7.922765,42.2787103
-7.922765,42.2787103
-7.918868,42.300868
-7.8741894,42.3505727
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.918868,42.300868
-7.918868,42.300868
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.897777,42.330886
-7.9029519,42.333518
-7.9548177,42.3157585
-7.918868,42.300868
-7.918868,42.300868
-7.864299,42.3417115
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.931479,42.324345
-7.9366238,42.3119291
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.865506,42.3322156
-7.865506,42.3322156
-7.865506,42.3322156
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8741894,42.3505727
-7.8678398,42.3481456
-7.862363,42.3435694
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865506,42.3322156
-7.931479,42.324345
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.8938639,42.3312528
-7.865836,42.3361134
-7.865836,42.3361134
-7.8711501,42.3288104
-7.950978,42.314009
-7.9501196,42.292452
-7.9501196,42.292452
-7.922765,42.2787103
-7.918868,42.300868
-7.918868,42.300868
-7.865836,42.3361134
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8711501,42.3288104
-7.8938639,42.3312528
-7.9501196,42.292452
-7.9501196,42.292452
-7.922765,42.2787103
-7.918868,42.300868
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865506,42.3322156
-7.8938639,42.3312528
-7.864299,42.3417115
-7.865836,42.3361134
-7.865506,42.3322156
-7.8711501,42.3288104
-7.950978,42.314009
-7.9461393,42.309819
-7.922765,42.2787103
-7.8678398,42.3481456
-7.8678398,42.3481456
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.864299,42.3417115
-7.865836,42.3361134
-7.865836,42.3361134
-7.865836,42.3361134
-7.865836,42.3361134
-7.865836,42.3361134
-7.865506,42.3322156
-7.865506,42.3322156
-7.865506,42.3322156
-7.8711501,42.3288104
-7.9029519,42.333518
